images_dir: /afs/crc/group/cvrl/czajka/gbir2/aczajka/BXGRID/iris_segmented_SegNet
nd1S06778_Left 1695
nd1S06778_Right 1696
nd1S06779_Left 1697
nd1S06779_Right 1698
nd1S06780_Left 1699
nd1S06780_Right 1700
nd1S06781_Left 1701
nd1S06781_Right 1702
nd1S06782_Left 1703
nd1S06782_Right 1704
nd1S06783_Left 1705
nd1S06783_Right 1706
nd1S06785_Left 1707
nd1S06785_Right 1708
nd1S06786_Left 1709
nd1S06786_Right 1710
nd1S06787_Left 1711
nd1S06787_Right 1712
nd1S06791_Left 1713
nd1S06791_Right 1714
nd1S06792_Left 1715
nd1S06792_Right 1716
nd1S06793_Left 1717
nd1S06793_Right 1718
nd1S06794_Left 1719
nd1S06794_Right 1720
nd1S06796_Left 1721
nd1S06796_Right 1722
nd1S06797_Left 1723
nd1S06797_Right 1724
nd1S06799_Left 1725
nd1S06799_Right 1726
nd1S06800_Left 1727
nd1S06800_Right 1728
nd1S06801_Left 1729
nd1S06801_Right 1730
nd1S06802_Left 1731
nd1S06803_Left 1732
nd1S06803_Right 1733
nd1S06807_Left 1734
nd1S06808_Left 1735
nd1S06808_Right 1736
nd1S06809_Left 1737
nd1S06809_Right 1738
nd1S06810_Left 1739
nd1S06810_Right 1740
nd1S06811_Left 1741
nd1S06811_Right 1742
nd1S06812_Left 1743
nd1S06814_Left 1744
nd1S06814_Right 1745
nd1S06815_Left 1746
nd1S06815_Right 1747
nd1S06817_Left 1748
nd1S06817_Right 1749
nd1S06818_Left 1750
nd1S06819_Left 1751
nd1S06819_Right 1752
nd1S06820_Left 1753
nd1S06820_Right 1754
nd1S06822_Left 1755
nd1S06822_Right 1756
nd1S06823_Left 1757
nd1S06823_Right 1758
nd1S06824_Left 1759
nd1S06824_Right 1760
nd1S06826_Left 1761
nd1S06826_Right 1762
nd1S06827_Left 1763
nd1S06827_Right 1764
nd1S06828_Left 1765
nd1S06828_Right 1766
nd1S06831_Left 1767
nd1S06831_Right 1768
nd1S06832_Left 1769
nd1S06832_Right 1770
nd1S06833_Left 1771
nd1S06833_Right 1772
nd1S06835_Left 1773
nd1S06835_Right 1774
nd1S06836_Left 1775
nd1S06836_Right 1776
nd1S06838_Left 1777
nd1S06838_Right 1778
nd1S06839_Left 1779
nd1S06839_Right 1780
nd1S06840_Left 1781
nd1S06840_Right 1782
nd1S06842_Left 1783
nd1S06842_Right 1784
nd1S06843_Left 1785
nd1S06843_Right 1786
nd1S06846_Left 1787
nd1S06846_Right 1788
nd1S06847_Left 1789
nd1S06847_Right 1790
nd1S06849_Right 1791
nd1S06850_Left 1792
nd1S06850_Right 1793
nd1S06853_Left 1794
nd1S06853_Right 1795
nd1S06854_Left 1796
nd1S06854_Right 1797
nd1S06855_Left 1798
nd1S06855_Right 1799
nd1S06856_Left 1800
nd1S06856_Right 1801
nd1S06857_Left 1802
nd1S06857_Right 1803
nd1S06859_Left 1804
nd1S06859_Right 1805
nd1S06863_Left 1806
nd1S06863_Right 1807
nd1S06864_Left 1808
nd1S06864_Right 1809
nd1S06867_Left 1810
nd1S06867_Right 1811
nd1S06868_Left 1812
nd1S06868_Right 1813
nd1S06869_Left 1814
nd1S06869_Right 1815
nd1S06870_Left 1816
nd1S06870_Right 1817
nd1S06873_Left 1818
nd1S06873_Right 1819
nd1S06874_Left 1820
nd1S06874_Right 1821
nd1S06875_Left 1822
nd1S06875_Right 1823
nd1S06876_Left 1824
nd1S06876_Right 1825
nd1S06878_Left 1826
nd1S06878_Right 1827
nd1S06881_Left 1828
nd1S06881_Right 1829
nd1S06883_Left 1830
nd1S06883_Right 1831
nd1S06884_Left 1832
nd1S06884_Right 1833
nd1S06885_Left 1834
nd1S06885_Right 1835
nd1S06886_Left 1836
nd1S06886_Right 1837
nd1S06888_Left 1838
nd1S06888_Right 1839
nd1S06891_Left 1840
nd1S06891_Right 1841
nd1S06892_Left 1842
nd1S06892_Right 1843
nd1S06894_Left 1844
nd1S06894_Right 1845
nd1S06895_Left 1846
nd1S06895_Right 1847
nd1S06898_Left 1848
nd1S06898_Right 1849
nd1S06899_Left 1850
nd1S06899_Right 1851
nd1S06902_Left 1852
nd1S06902_Right 1853
nd1S06906_Left 1854
nd1S06906_Right 1855
nd1S06907_Left 1856
nd1S06907_Right 1857
nd1S06908_Left 1858
nd1S06908_Right 1859
nd1S06909_Left 1860
nd1S06909_Right 1861
nd1S06910_Left 1862
nd1S06910_Right 1863
nd1S06912_Left 1864
nd1S06912_Right 1865
nd1S06913_Left 1866
nd1S06913_Right 1867
nd1S06914_Left 1868
nd1S06914_Right 1869
nd1S06915_Left 1870
nd1S06915_Right 1871
nd1S06916_Left 1872
nd1S06916_Right 1873
nd1S06917_Left 1874
nd1S06917_Right 1875
nd1S06918_Left 1876
nd1S06918_Right 1877
nd1S06921_Left 1878
nd1S06921_Right 1879
nd1S06922_Left 1880
nd1S06922_Right 1881
nd1S06923_Left 1882
nd1S06923_Right 1883
nd1S06925_Left 1884
nd1S06925_Right 1885
nd1S06926_Left 1886
nd1S06926_Right 1887
nd1S06927_Left 1888
nd1S06927_Right 1889
nd1S06928_Left 1890
nd1S06928_Right 1891
nd1S06929_Left 1892
nd1S06929_Right 1893
nd1S06930_Left 1894
nd1S06930_Right 1895
nd1S06932_Left 1896
nd1S06933_Right 1897
nd1S06936_Left 1898
nd1S06936_Right 1899
nd1S06937_Left 1900
nd1S06937_Right 1901
nd1S06938_Left 1902
nd1S06938_Right 1903
nd1S06939_Right 1904
nd1S06940_Left 1905
nd1S06940_Right 1906
nd1S06943_Left 1907
nd1S06943_Right 1908
nd1S06944_Left 1909
nd1S06944_Right 1910
nd1S06945_Left 1911
nd1S06945_Right 1912
nd1S06948_Left 1913
nd1S06948_Right 1914
nd1S06949_Left 1915
nd1S06949_Right 1916
nd1S06950_Left 1917
nd1S06950_Right 1918
nd1S06951_Left 1919
nd1S06951_Right 1920
nd1S06952_Left 1921
nd1S06952_Right 1922
nd1S06953_Left 1923
nd1S06953_Right 1924
nd1S06955_Left 1925
nd1S06955_Right 1926
nd1S06956_Left 1927
nd1S06956_Right 1928
nd1S06957_Left 1929
nd1S06957_Right 1930
nd1S06958_Left 1931
nd1S06958_Right 1932
nd1S06960_Left 1933
nd1S06960_Right 1934
nd1S06962_Right 1935
nd1S06963_Left 1936
nd1S06963_Right 1937
nd1S06966_Left 1938
nd1S06966_Right 1939
nd1S06967_Left 1940
nd1S06967_Right 1941
nd1S06968_Left 1942
nd1S06968_Right 1943
nd1S06969_Left 1944
nd1S06969_Right 1945
nd1S06970_Left 1946
nd1S06970_Right 1947
nd1S06971_Left 1948
nd1S06971_Right 1949
nd1S06972_Left 1950
nd1S06972_Right 1951
nd1S06973_Left 1952
nd1S06973_Right 1953
nd1S06975_Left 1954
nd1S06975_Right 1955
nd1S06977_Left 1956
nd1S06977_Right 1957
nd1S06978_Left 1958
nd1S06978_Right 1959
nd1S06979_Left 1960
nd1S06979_Right 1961
nd1S06980_Left 1962
nd1S06980_Right 1963
nd1S06981_Left 1964
nd1S06981_Right 1965
nd1S06982_Left 1966
nd1S06982_Right 1967
nd1S06984_Left 1968
nd1S06984_Right 1969
nd1S06986_Left 1970
nd1S06986_Right 1971
nd1S06987_Left 1972
nd1S06987_Right 1973
nd1S06989_Left 1974
nd1S06989_Right 1975
nd1S06990_Left 1976
nd1S06990_Right 1977
nd1S06992_Left 1978
nd1S06992_Right 1979
nd1S06993_Left 1980
nd1S06993_Right 1981
nd1S06994_Right 1982
nd1S06995_Left 1983
nd1S06995_Right 1984
nd1S06996_Left 1985
nd1S06996_Right 1986
nd1S07000_Left 1987
nd1S07000_Right 1988
nd1S07001_Left 1989
nd1S07001_Right 1990
nd1S07004_Left 1991
nd1S07004_Right 1992
nd1S07006_Left 1993
nd1S07006_Right 1994
nd1S07007_Left 1995
nd1S07007_Right 1996
nd1S07008_Left 1997
nd1S07008_Right 1998
nd1S07010_Left 1999
nd1S07010_Right 2000
nd1S07011_Left 2001
nd1S07011_Right 2002
nd1S07012_Left 2003
nd1S07012_Right 2004
nd1S07013_Left 2005
nd1S07013_Right 2006
nd1S07014_Left 2007
nd1S07014_Right 2008
nd1S07015_Left 2009
nd1S07015_Right 2010
nd1S07016_Left 2011
nd1S07016_Right 2012
nd1S07018_Left 2013
nd1S07018_Right 2014
nd1S07019_Left 2015
nd1S07019_Right 2016
nd1S07020_Left 2017
nd1S07020_Right 2018
nd1S07021_Left 2019
nd1S07021_Right 2020
nd1S07022_Left 2021
nd1S07022_Right 2022
nd1S07023_Left 2023
nd1S07023_Right 2024
nd1S07024_Left 2025
nd1S07024_Right 2026
nd1S07025_Left 2027
nd1S07025_Right 2028
nd1S07026_Left 2029
nd1S07026_Right 2030
nd1S07027_Left 2031
nd1S07027_Right 2032
nd1S07028_Left 2033
nd1S07028_Right 2034
nd1S07031_Left 2035
nd1S07031_Right 2036
nd1S07032_Left 2037
nd1S07032_Right 2038
nd1S07033_Left 2039
nd1S07033_Right 2040
nd1S07034_Left 2041
nd1S07034_Right 2042
nd1S07035_Left 2043
nd1S07035_Right 2044
nd1S07036_Left 2045
nd1S07036_Right 2046
nd1S07037_Left 2047
nd1S07037_Right 2048
nd1S07038_Left 2049
nd1S07038_Right 2050
nd1S07040_Left 2051
nd1S07040_Right 2052
nd1S07041_Left 2053
nd1S07041_Right 2054
nd1S07042_Left 2055
nd1S07042_Right 2056
nd1S07043_Left 2057
nd1S07043_Right 2058
nd1S07044_Left 2059
nd1S07044_Right 2060
nd1S07046_Left 2061
nd1S07046_Right 2062
nd1S07047_Left 2063
nd1S07047_Right 2064
nd1S07048_Left 2065
nd1S07048_Right 2066
nd1S07049_Left 2067
nd1S07049_Right 2068
nd1S07051_Left 2069
nd1S07051_Right 2070
Creating .rec file from /afs/crc.nd.edu/user/j/jporubci/Private/ArcIris2/train.lst in /afs/crc.nd.edu/user/j/jporubci/Private/ArcIris2
time: 0.01733541488647461  count: 0
time: 0.9477541446685791  count: 1000
time: 0.8942830562591553  count: 2000
time: 0.8932685852050781  count: 3000
time: 0.9016745090484619  count: 4000
time: 0.8883450031280518  count: 5000
time: 0.9100100994110107  count: 6000
time: 0.9014699459075928  count: 7000
time: 0.9036784172058105  count: 8000
time: 0.9110910892486572  count: 9000
time: 0.9006755352020264  count: 10000
time: 0.8993337154388428  count: 11000
time: 0.9078681468963623  count: 12000
time: 0.9067788124084473  count: 13000
time: 0.9270522594451904  count: 14000
time: 0.9376688003540039  count: 15000
time: 0.9439194202423096  count: 16000
time: 0.9434130191802979  count: 17000
time: 0.9379079341888428  count: 18000
time: 0.9410734176635742  count: 19000
time: 0.9463152885437012  count: 20000
time: 0.9364731311798096  count: 21000
time: 0.9501776695251465  count: 22000
time: 0.9468164443969727  count: 23000
time: 0.9380881786346436  count: 24000
time: 0.9381844997406006  count: 25000
time: 0.948514461517334  count: 26000
time: 0.9485266208648682  count: 27000
time: 0.9415335655212402  count: 28000
time: 0.9439883232116699  count: 29000
time: 0.9405698776245117  count: 30000
time: 0.9424381256103516  count: 31000
time: 0.9417452812194824  count: 32000
time: 0.9469611644744873  count: 33000
time: 0.9224762916564941  count: 34000
time: 0.9436492919921875  count: 35000
time: 0.9426963329315186  count: 36000
time: 0.9440333843231201  count: 37000
time: 0.9448940753936768  count: 38000
time: 0.9350368976593018  count: 39000
time: 0.9441487789154053  count: 40000
time: 0.9391443729400635  count: 41000
time: 0.9326515197753906  count: 42000
time: 0.9304337501525879  count: 43000
time: 0.9277305603027344  count: 44000
time: 0.9372968673706055  count: 45000
time: 0.933849573135376  count: 46000
time: 0.9357354640960693  count: 47000
time: 0.9272150993347168  count: 48000
time: 0.9392306804656982  count: 49000
time: 0.9334776401519775  count: 50000
time: 0.9290781021118164  count: 51000
time: 1.1413626670837402  count: 52000
time: 0.9201490879058838  count: 53000
time: 0.9104127883911133  count: 54000
time: 0.9187564849853516  count: 55000
time: 0.7338523864746094  count: 56000
time: 1.1646385192871094  count: 57000
time: 3.5323286056518555  count: 58000
time: 0.018613338470458984  count: 0
time: 1.9759478569030762  count: 1000
time: 2.9813954830169678  count: 2000
time: 0.5125210285186768  count: 3000
time: 0.9105267524719238  count: 4000
time: 1.931926965713501  count: 5000
time: 0.11417078971862793  count: 6000
time: 0.654179573059082  count: 7000
time: 0.9583892822265625  count: 8000
time: 0.570293664932251  count: 9000
time: 0.8122730255126953  count: 10000
time: 1.3306941986083984  count: 11000
time: 1.1495389938354492  count: 12000
time: 0.11914658546447754  count: 13000
time: 0.7733964920043945  count: 14000
time: 1.0742342472076416  count: 15000
time: 0.43030524253845215  count: 16000
time: 2.611927032470703  count: 17000
time: 0.13176345825195312  count: 18000
time: 1.7434818744659424  count: 19000
time: 0.11903643608093262  count: 20000
time: 0.11832642555236816  count: 21000
time: 1.8781533241271973  count: 22000
time: 0.124114990234375  count: 23000
time: 0.12160038948059082  count: 24000
time: 1.190739393234253  count: 25000
time: 1.5862751007080078  count: 26000
time: 0.8259754180908203  count: 27000
time: 0.6986792087554932  count: 28000
time: 0.35820817947387695  count: 29000
time: 2.6512460708618164  count: 30000
time: 0.11955809593200684  count: 31000
time: 0.1195061206817627  count: 32000
time: 1.2074613571166992  count: 33000
time: 1.30531907081604  count: 34000
time: 0.11304044723510742  count: 35000
time: 0.10721540451049805  count: 36000
time: 0.7222447395324707  count: 37000
time: 1.6663579940795898  count: 38000
time: 1.2388644218444824  count: 39000
time: 1.3943696022033691  count: 40000
time: 0.13028430938720703  count: 41000
time: 0.5652868747711182  count: 42000
time: 0.10610365867614746  count: 43000
time: 2.8515820503234863  count: 44000
time: 0.06931185722351074  count: 45000
time: 0.06688714027404785  count: 46000
time: 0.9061579704284668  count: 47000
time: 0.32398223876953125  count: 48000
time: 0.9511911869049072  count: 49000
time: 2.0607213973999023  count: 50000
time: 0.06760144233703613  count: 51000
time: 0.06758594512939453  count: 52000
time: 1.2784254550933838  count: 53000
time: 0.5682899951934814  count: 54000
time: 1.5838720798492432  count: 55000
time: 0.631594181060791  count: 56000
time: 0.06809592247009277  count: 57000
time: 0.3600656986236572  count: 58000
time: 1.8438916206359863  count: 59000
time: 0.0665128231048584  count: 60000
time: 1.3981602191925049  count: 61000
time: 0.2409353256225586  count: 62000
time: 0.6447899341583252  count: 63000
time: 0.15852785110473633  count: 64000
time: 1.973360300064087  count: 65000
time: 0.06742548942565918  count: 66000
time: 0.49791550636291504  count: 67000
time: 0.6416692733764648  count: 68000
time: 2.0997116565704346  count: 69000
time: 0.3100254535675049  count: 70000
time: 0.0677785873413086  count: 71000
time: 1.0166819095611572  count: 72000
time: 3.0634496212005615  count: 73000
time: 0.06800675392150879  count: 74000
time: 0.06751394271850586  count: 75000
time: 0.06717872619628906  count: 76000
time: 0.06723523139953613  count: 77000
time: 2.281034469604492  count: 78000
time: 0.0667424201965332  count: 79000
time: 1.2196192741394043  count: 80000
time: 0.06744694709777832  count: 81000
time: 2.034351348876953  count: 82000
time: 0.2139298915863037  count: 83000
time: 0.0660390853881836  count: 84000
time: 0.06820249557495117  count: 85000
time: 2.8060903549194336  count: 86000
time: 0.06893157958984375  count: 87000
time: 0.06786799430847168  count: 88000
time: 0.691411018371582  count: 89000
time: 0.39610862731933594  count: 90000
time: 2.12422513961792  count: 91000
time: 0.06647515296936035  count: 92000
time: 0.6260695457458496  count: 93000
time: 1.8518409729003906  count: 94000
time: 0.5802521705627441  count: 95000
time: 0.25682711601257324  count: 96000
time: 1.3204145431518555  count: 97000
time: 0.11468005180358887  count: 98000
time: 0.6355609893798828  count: 99000
time: 0.2616617679595947  count: 100000
time: 2.369323253631592  count: 101000
time: 0.06804132461547852  count: 102000
time: 0.06712841987609863  count: 103000
time: 0.5674991607666016  count: 104000
time: 2.1593635082244873  count: 105000
time: 0.06759428977966309  count: 106000
time: 0.06645464897155762  count: 107000
time: 2.293666124343872  count: 108000
time: 0.06783938407897949  count: 109000
time: 0.0664682388305664  count: 110000
time: 0.06749916076660156  count: 111000
time: 2.4024341106414795  count: 112000
time: 1.748481035232544  count: 113000
time: 0.3561532497406006  count: 114000
time: 0.21711182594299316  count: 115000
time: 2.411810874938965  count: 116000
time: 0.06604909896850586  count: 117000
time: 0.06737279891967773  count: 118000
time: 0.06580114364624023  count: 119000
time: 1.258587121963501  count: 120000
time: 0.06696343421936035  count: 121000
time: 1.0428063869476318  count: 122000
time: 0.1476306915283203  count: 123000
time: 0.7050156593322754  count: 124000
time: 2.5786900520324707  count: 125000
time: 0.06775498390197754  count: 126000
time: 0.06644558906555176  count: 127000
time: 1.077887773513794  count: 128000
time: 0.22081255912780762  count: 129000
time: 1.3166146278381348  count: 130000
time: 0.2143244743347168  count: 131000
time: 1.720808506011963  count: 132000
time: 0.29625964164733887  count: 133000
time: 0.0662379264831543  count: 134000
time: 1.6179733276367188  count: 135000
time: 0.32253122329711914  count: 136000
time: 1.2007904052734375  count: 137000
time: 0.9587905406951904  count: 138000
time: 1.383101224899292  count: 139000
time: 0.06684017181396484  count: 140000
time: 0.8506672382354736  count: 141000
time: 0.4032106399536133  count: 142000
time: 0.4962654113769531  count: 143000
time: 1.9180302619934082  count: 144000
time: 0.06700634956359863  count: 145000
time: 0.6653335094451904  count: 146000
time: 0.969078540802002  count: 147000
time: 0.08452391624450684  count: 148000
time: 1.6990206241607666  count: 149000
time: 0.28192877769470215  count: 150000
time: 0.5902988910675049  count: 151000
time: 2.5369138717651367  count: 152000
time: 0.18471765518188477  count: 153000
time: 0.06648850440979004  count: 154000
time: 0.3193683624267578  count: 155000
time: 0.06677579879760742  count: 156000
time: 2.0273334980010986  count: 157000
time: 0.06761312484741211  count: 158000
time: 0.725139856338501  count: 159000
time: 2.582084894180298  count: 160000
time: 0.06815266609191895  count: 161000
time: 0.0659630298614502  count: 162000
time: 2.507241725921631  count: 163000
time: 0.06635522842407227  count: 164000
time: 0.06601762771606445  count: 165000
time: 0.06670761108398438  count: 166000
time: 0.9619970321655273  count: 167000
time: 1.5384304523468018  count: 168000
time: 0.06671619415283203  count: 169000
time: 0.06616568565368652  count: 170000
time: 1.254124641418457  count: 171000
time: 0.8797979354858398  count: 172000
time: 0.7830004692077637  count: 173000
time: 0.7347259521484375  count: 174000
time: 0.1918959617614746  count: 175000
time: 0.7968800067901611  count: 176000
time: 1.5339996814727783  count: 177000
time: 1.3132939338684082  count: 178000
time: 0.06983113288879395  count: 179000
time: 0.036309242248535156  count: 180000
time: 0.048352956771850586  count: 181000
time: 0.03515148162841797  count: 182000
Created .rec files
Train identities: 2072
Train images: 182644
Val identities: 2072
Val images: 44791
Test identities: 553
Test images: 58259
